accession	species	ST	Bla_acquired	Bla_ESBL_acquired	Bla_Carb_acquired	AGly_acquired	Flq_acquired	Tet_acquired	Sul_acquired	virulence_score	resistance_score
ERR10663273	Klebsiella pneumoniae	ST4083	CMY-6	CTX-M-15	NDM-1	aac(6')-Ib3^;aadA5;aph3-Ia.v1^;rmtC	qnrS1	tet(A).v1	sul1	0	2
ERR10663284	Klebsiella pneumoniae	ST2497-1LV	OXA-1	CTX-M-15	NDM-1;OXA-232	aac(6')-Ib-cr.v2	qnrB1.v2^;qnrS1	-	sul1;sul2	4	2
ERR10669632	Klebsiella pneumoniae	ST36	-	SHV-5	VIM-26	aac(6')-Il;aac(6')-Im;aadA1.v1^;aph(2'')-IIa*;aph3-Ia.v1^;strA.v1;strB.v1	-	-	sul1	1	2
ERR10669667	Klebsiella pneumoniae	ST383	CMY-4.v1	-	VIM-19	aac(3)-IIa.v1^;aac(6')-Il;aadA2^;aph3-Ia.v1^;strA.v1*;strB.v1	-	tet(A).v1?	sul1;sul2	0	2
ERR10686260	Klebsiella pneumoniae	ST2668	TEM-1D.v1^	CTX-M-15	-	strB.v1	qnrS1	-	sul2	0	1
ERR10686333	Klebsiella quasipneumoniae subsp. quasipneumoniae	ST1040	TEM-1D.v1^	CTX-M-15	-	aadA2^	qnrS1	-	sul1;sul2	0	1
ERR10686334	Klebsiella pneumoniae	ST2268	TEM-1D.v1^	-	-	strA.v1^;strB.v1	qnrS1	tet(A).v1	sul2	0	0
ERR10686352	Klebsiella pneumoniae	ST29	TEM-1D.v1^	CTX-M-15	-	aac(3)-IIa.v1^;aac(6')-Ib-cr.v2;strA.v1^;strB.v1^	-	-	sul2	1	1
ERR10686366	Klebsiella pneumoniae	ST966	-	-	-	strA.v1;strB.v1	-	tet(D)	sul2	0	0
ERR10686377	Klebsiella pneumoniae	ST985	OXA-1;TEM-1D.v1^	CTX-M-15	-	aac(3)-IIa.v1^;strA.v1^;strB.v1	qnrB1.v2^	tet(A).v1	sul2	1	1
ERR10686383	Klebsiella pneumoniae	ST394	LAP-2;OXA-10;TEM-1D.v1^	CTX-M-15	-	aac(3)-IIa.v1^	qnrS1	tet(A).v1^	sul2	0	1
ERR10686389	Klebsiella quasipneumoniae subsp. similipneumoniae	ST2143	TEM-1D.v1^	CTX-M-15	-	strA.v1^;strB.v1	qnrS1	-	sul2	0	1
ERR10686459	Klebsiella pneumoniae	ST1741	-	CTX-M-15	-	-	qnrS1	-	-	0	1
ERR10686474	Klebsiella pneumoniae	ST1207	TEM-1D.v1^	CTX-M-15	-	aac(3)-IId^;strA.v1*;strB.v1*	qnrB1.v1	-	sul2	1	1
ERR10686536	Klebsiella pneumoniae	ST1418	TEM-1D.v1^	CTX-M-15	-	aac(3)-IIa.v1;strA.v1*;strB.v1*	-	-	sul2	0	1
ERR10686550	Klebsiella pneumoniae	ST1207	TEM-1D.v1^	CTX-M-15	-	aac(3)-IId^;strA.v1*;strB.v1*	qnrB1.v1	-	sul2	1	1
ERR10686560	Klebsiella pneumoniae	ST2268	TEM-1D.v1^	CTX-M-15	-	strA.v1^;strB.v1	qnrS1	tet(A).v1	sul2	0	1
ERR10686566	Klebsiella pneumoniae	ST2938	TEM-1D.v1^	CTX-M-15	-	aac(6')-Ib-cr.v2;aadA16*;strB.v1	qnrB6^;qnrS1	-	sul1;sul1;sul2	0	1
ERR10686591	Klebsiella pneumoniae	ST2668	TEM-1D.v1^	CTX-M-15	-	strA.v1^;strB.v1	qnrS1	-	sul2	0	1
ERR10691949	Klebsiella pneumoniae	ST395	OXA-1;TEM-1D.v1^	CTX-M-15	OXA-48	aac(6')-Ib-cr.v2*	qnrS1	tet(A).v1	sul1	3	2
ERR10691951	Klebsiella pneumoniae	ST395	OXA-1;TEM-1D.v1^	CTX-M-15	OXA-48	aac(6')-Ib-cr.v2*	qnrS1	tet(A).v1	sul1	3	2
ERR10691959	Klebsiella pneumoniae	ST101-1LV	OXA-1	CTX-M-14^;CTX-M-15	NDM-5;OXA-48	aadA*;aph3-Ia.v1^;armA	qnrS1	-	sul1;sul2	4	3
ERR10738616	Klebsiella pneumoniae	ST276-2LV	-	-	-	-	-	-	-	0	0
ERR10738631	Klebsiella pneumoniae	ST231	-	CTX-M-15;SHV-12	OXA-232	aac(6')-Ib;aadA2^;rmtF	-	-	sul1	4	2
ERR10738679	Klebsiella pneumoniae	ST101-1LV	FONA-5*;OXA-9.v1	SFO-1.v1	NDM-5;OXA-232	aac(6')-Ib'.v1;aadA*;aadA2^;rmtB;rmtF	-	-	sul1	1	2
ERR10738729	Klebsiella pneumoniae	ST147	TEM-1D.v1^	CTX-M-15	NDM-5;OXA-232	aadA*;aadA2^;armA;rmtB	qnrB1.v1	-	sul1	0	2
ERR10738733	Klebsiella pneumoniae	ST420	-	-	-	-	-	-	-	4	0
ERR10738734	Klebsiella pneumoniae	ST152	-	-	-	strA.v1*;strB.v1*	qnrS1	-	sul2	0	0
ERR10738743	Klebsiella pneumoniae	ST231	TEM-1D.v1^	CTX-M-15	-	aac(6')-Ib;aadA2^;rmtF	qnrS1	-	sul1	4	1
ERR10738744	Klebsiella pneumoniae	ST231	TEM-1D.v1^	CTX-M-15	-	aac(6')-Ib;aadA2^;rmtF	-	tet(B).v2*	sul1	1	1
ERR10738831	Klebsiella pneumoniae	ST65	-	-	-	-	-	-	-	4	0
ERR10738841	Klebsiella pneumoniae	ST1710	TEM-1D.v1^	CTX-M-15	-	strA.v1^;strB.v1	qnrS1	tet(A).v1	sul2	0	1
ERR10738843	Klebsiella pneumoniae	ST1710	TEM-1D.v1^	CTX-M-15	-	strA.v1^;strB.v1	qnrS1	tet(A).v1	sul2	0	1
ERR10738858	Klebsiella pneumoniae	ST3113	-	CTX-M-15	NDM-1	-	qnrS1	-	-	0	2
ERR10738871	Klebsiella pneumoniae	ST3113	-	CTX-M-15	-	-	qnrS1	-	-	0	1
ERR10738895	Klebsiella pneumoniae	ST1710	TEM-1D.v1^	CTX-M-15	-	strA.v1^;strB.v1	qnrS1	tet(A).v1	sul2	0	1
ERR10738924	Klebsiella pneumoniae	ST437	TEM-1D.v1^	CTX-M-15	NDM-5;OXA-232	rmtB	-	-	sul1	1	2
ERR10738945	Klebsiella pneumoniae	ST437	TEM-1D.v1^	CTX-M-15	NDM-1;OXA-232	aac(6')-Ib'.v1;aadA*;aph(3')-VIa*;aph3-Ia.v1^;rmtF	qnrS1	tet(G).v1	sul1	1	2
ERR10738949	Klebsiella pneumoniae	ST500	-	CTX-M-15	-	strA.v1;strB.v1	-	-	-	0	1
ERR10765182	Klebsiella pneumoniae	ST1741	-	CTX-M-15	-	-	qnrS1	-	-	0	1
ERR10765187	Klebsiella pneumoniae	ST2938	TEM-1D.v1^	CTX-M-15	-	strB.v1	qnrS1	tet(A).v1	sul2	0	1
ERR10765198	Klebsiella pneumoniae	ST22	OXA-1;TEM-1D.v1^	CTX-M-15	-	aac(3)-IIa.v1^;aac(6')-Ib-cr.v2;strA.v1^;strB.v1	qnrB1.v2^	-	sul2	1	1
ERR10765225	Klebsiella pneumoniae	ST243	TEM-1D.v1^	CTX-M-15	-	aac(3)-IIa.v1;aadA^	-	tet(A).v1	-	0	1
ERR10765226	Klebsiella pneumoniae	ST2167	OXA-1;TEM-1D.v1^	CTX-M-15	-	aac(3)-IIa.v1^;aac(6')-Ib-cr.v2;aadA16*	qnrB6^	-	sul1;sul1;sul2	0	1
ERR10765242	Klebsiella pneumoniae	ST1198	TEM-1D.v1^	CTX-M-15	-	aac(3)-IId^;aac(6')-Ib-cr.v2;aadA16*;strA.v1*;strB.v1*	qnrS1	tet(A).v1*	sul1;sul2	0	1
ERR10765267	Klebsiella pneumoniae	ST2668	TEM-1D.v1^	CTX-M-15	-	strB.v1	qnrS1	-	sul2	0	1
ERR10765269	Klebsiella pneumoniae	ST34	LAP-2	CTX-M-14	-	aac(3)-IId^;strA.v1^;strB.v1	qnrS1	tet(A).v1;tet(D)	sul1;sul2	0	1
ERR10765278	Klebsiella pneumoniae	ST584	TEM-1D.v1^	CTX-M-15	-	strA.v1^;strB.v1	qnrB1.v2^	-	sul2	0	1
ERR10765319	Klebsiella pneumoniae	ST3717	TEM-1D.v1^	CTX-M-15	-	aac(6')-Ib-cr.v2;aadA16*;strA.v1*;strB.v1*	qnrB6^	-	sul1;sul1;sul2	0	1
ERR10765332	Klebsiella quasipneumoniae subsp. quasipneumoniae	ST526	TEM-1D.v1^	CTX-M-15	-	strB.v1	qnrS1	tet(A).v1	sul2	0	1
ERR10765342	Klebsiella pneumoniae	ST1741	-	CTX-M-15	-	-	qnrS1	-	-	0	1
ERR10765414	Klebsiella pneumoniae	ST966	-	-	-	strA.v1;strB.v1	-	-	sul2	0	0
ERR10765421	Klebsiella pneumoniae	ST3108-1LV	TEM-1D.v1^	CTX-M-15	-	strB.v1	qnrS1	tet(A).v1	sul2	0	1
ERR10765431	Klebsiella pneumoniae	ST3559	OXA-1;TEM-1D.v1^	CTX-M-15	-	aac(3)-IIa.v1^;aac(6')-Ib-cr.v2;strA.v1^;strB.v1	qnrB1.v2^	tet(A).v1	sul2	0	1
ERR10765462	Klebsiella pneumoniae	ST966	-	-	-	strA.v1;strB.v1	-	tet(D)	sul2	0	0
ERR10765466	Klebsiella pneumoniae	ST3717	TEM-1D.v1^	-	-	aac(6')-Ib-cr.v2;aadA16*;strA.v1*;strB.v1*	qnrB6^	-	sul1;sul1;sul2	0	0
ERR10765490	Klebsiella pneumoniae	ST1207	TEM-1D.v1^	CTX-M-15	-	aac(3)-IId^;strA.v1*;strB.v1*	qnrB1.v1	-	sul2	1	1
ERR10765540	Klebsiella pneumoniae	ST4083	OXA-1;TEM-1D.v1^	CTX-M-15	-	aac(3)-IIa.v1^;aac(6')-Ib-cr.v2;strA.v1^;strB.v1	qnrB1.v2^	tet(A).v1	sul2	0	1
ERR10765545	Klebsiella pneumoniae	ST4083	OXA-1;TEM-1D.v1^	CTX-M-15	-	aac(3)-IIa.v1^;aac(6')-Ib-cr.v2;strA.v1^;strB.v1	qnrB1.v2^	tet(A).v1	sul2	0	1
ERR10765547	Klebsiella pneumoniae	ST3559	OXA-1;TEM-1D.v1^	CTX-M-15	-	aac(3)-IIa.v1^;aac(6')-Ib-cr.v2;strA.v1^;strB.v1	qnrB1.v2^	tet(A).v1	sul2	0	1
ERR10765615	Klebsiella pneumoniae	ST48	OXA-1;TEM-1D.v1^	CTX-M-15	-	aac(3)-IIa.v1^;aac(6')-Ib-cr.v2;aadA2^;strA.v1^;strB.v1	-	tet(A).v1	sul1;sul2^	1	1
ERR10765625	Klebsiella pneumoniae	ST1418	TEM-1D.v1^	CTX-M-15	-	aac(3)-IIa.v1;strA.v1*;strB.v1*	qnrD1	tet(D);tet(J)*	sul2	1	1
ERR10765661	Klebsiella pneumoniae	ST29-1LV	TEM-1D.v1^	CTX-M-15	-	aac(3)-IId^	-	-	sul2	0	1
ERR10765669	Klebsiella pneumoniae	ST1198	TEM-1D.v1^	CTX-M-15	-	strA.v1^;strB.v1	qnrB1.v2^	tet(A).v1	sul2	1	1
ERR10765676	Klebsiella pneumoniae	ST551	TEM-1D.v1^	CTX-M-15	-	aac(3)-IIa.v1^;strA.v1^;strB.v1	qnrB1.v2^	tet(A).v1	sul2	0	1
ERR10765685	Klebsiella pneumoniae	ST2268	TEM-1D.v1^	CTX-M-15	-	strA.v1^;strB.v1	qnrS1	tet(A).v1	sul2	0	1
ERR10765739	Klebsiella pneumoniae	ST34	LAP-2	CTX-M-14	-	aac(3)-IId^;strA.v1^;strB.v1	qnrS1	tet(A).v1;tet(D)	sul1;sul2	0	1
ERR10765757	Klebsiella pneumoniae	ST2793	OXA-1;SCO-1;TEM-1D.v1^	CTX-M-15	-	aac(3)-IIa.v1;aac(6')-Ib-cr.v2;aadA^;strB.v1	qnrS1	-	sul1^;sul2	0	1
ERR10765774	Klebsiella pneumoniae	ST393	TEM-1D.v1^	CTX-M-15	-	aac(3)-IId^;strA.v1;strB.v1	-	-	sul2	0	1
ERR10765782	Klebsiella pneumoniae	ST13	-	CTX-M-15	-	aac(3)-IIa.v1;aac(6')-Ib-cr.v2;aadA16*;strA.v1*;strB.v1*	qnrB6^	tet(D)	sul1;sul2	0	1
ERR10766018	Klebsiella pneumoniae	ST3559	OXA-1;TEM-1D.v1^	CTX-M-15	-	aac(3)-IIa.v1^;aac(6')-Ib-cr.v2;strA.v1^;strB.v1	qnrB1.v2^	tet(A).v1	sul2	0	1
ERR10766070	Klebsiella pneumoniae	ST101	TEM-1D.v1^	CTX-M-15	-	aac(3)-IId^	-	tet(D)	sul2	0	1
ERR10766156	Klebsiella pneumoniae	ST1037-1LV	TEM-1D.v1^	CTX-M-15	-	aac(3)-IIa.v1;aac(6')-Ib-cr.v2;aadA16*;aph3-Ia.v1^;strA.v1*;strB.v1*	qnrB6^	tet(D)	sul1;sul1;sul2	0	1
ERR10766159	Klebsiella quasipneumoniae subsp. similipneumoniae	ST1016-2LV	OXA-1;TEM-1D.v1^	CTX-M-15	-	aac(3)-IIa.v1^;aac(6')-Ib-cr.v2;strA.v1;strB.v1	qnrS1	tet(A).v1	sul2	0	1
ERR10766162	Klebsiella pneumoniae	ST29-1LV	LAP-2;TEM-1D.v1^	CTX-M-14	-	aac(3)-IId^;strA.v1^;strB.v1	qnrS1	tet(A).v1;tet(D)	sul1;sul2	0	1
ERR10766175	Klebsiella variicola subsp. variicola	ST454	-	CTX-M-15	-	-	qnrS1	-	-	0	1
ERR10766316	Klebsiella variicola subsp. variicola	ST597	TEM-1D.v1^	CTX-M-15	-	aadA*;aadA5;sat-2;strA.v1^;strB.v1	qnrS1	tet(D)	sul1;sul2	0	1
ERR10766327	Klebsiella quasipneumoniae subsp. similipneumoniae	ST1308	TEM-1D.v1^	CTX-M-15	-	strA.v1^;strB.v1	qnrS1	tet(A).v1	sul2	0	1
ERR10766368	Klebsiella pneumoniae	ST132-1LV	-	CTX-M-15	-	-	qnrS1	-	-	0	1
ERR10766381	Klebsiella pneumoniae	ST29-1LV	LAP-2;TEM-1D.v1^	CTX-M-14	-	strA.v1^;strB.v1	qnrS1	tet(A).v1;tet(D)	sul1;sul2	0	1
ERR10766395	Klebsiella quasipneumoniae subsp. similipneumoniae	ST2478	TEM-1D.v1^	CTX-M-15	-	strB.v1	qnrS1	-	sul2	0	1
ERR10766398	Klebsiella pneumoniae	ST22	OXA-1;TEM-1D.v1^	CTX-M-15	-	aac(6')-Ib-cr.v2;aadA1.v1^;aadA2^	qnrS1	tet(D)	sul1;sul2	0	1
ERR10767470	Klebsiella pneumoniae	ST1741	-	CTX-M-15	-	-	qnrS1	-	-	0	1
ERR10767487	Klebsiella pneumoniae	ST4480	TEM-1D.v1^	-	-	aac(3)-IId^;strA.v1*;strB.v1*	qnrB6^	tet(D)	sul1;sul2	0	0
ERR10767547	Klebsiella pneumoniae	ST628	OXA-1;TEM-1D.v1^	CTX-M-15	-	aac(3)-IIa.v1^;aac(6')-Ib-cr.v2;strA.v1^;strB.v1	qnrB1.v2^	tet(A).v1	sul2	0	1
ERR10767553	Klebsiella pneumoniae	ST2938	TEM-1D.v1^	CTX-M-15	-	strB.v1	qnrS1	tet(A).v1	sul2	0	1
ERR10767570	Klebsiella pneumoniae	ST628	OXA-1;TEM-1D.v1^	CTX-M-15	-	aac(3)-IIa.v1^;aac(6')-Ib-cr.v2;strA.v1^;strB.v1	qnrB1.v2^	-	sul2	0	1
ERR10767684	Klebsiella pneumoniae	ST1741	-	CTX-M-15	-	-	qnrS1	-	-	0	1
ERR10767713	Klebsiella pneumoniae	ST2054	-	-	-	strA.v1;strB.v1	-	tet(D)	sul2	0	0
ERR10767716	Klebsiella pneumoniae	ST2054	-	-	-	strA.v1;strB.v1	-	tet(D)	sul2	0	0
ERR10767724	Klebsiella pneumoniae	ST2668	TEM-1D.v1^	CTX-M-15	-	strB.v1	qnrS1	-	sul2	0	1
ERR10767755	Klebsiella pneumoniae	ST3586	TEM-1D.v1^	-	-	strA.v1^;strB.v1	qnrS1	tet(D)	sul2	0	0
ERR10767759	Klebsiella pneumoniae	ST2471	TEM-1D.v1^	CTX-M-15	-	strA.v1^;strB.v1	qnrS1	tet(A).v1	sul2	0	1
ERR10767777	Klebsiella pneumoniae	ST307	TEM-1D.v1^	CTX-M-15	-	aac(3)-IIa.v1^;strA.v1^;strB.v1	-	-	sul2	1	1
ERR10775943	Klebsiella pneumoniae	ST133	-	-	OXA-48	-	-	-	-	2	2
ERR10775991	Klebsiella pneumoniae	ST405	-	CTX-M-15	OXA-48	strA.v1^	-	-	sul2	1	2
ERR10775999	Klebsiella pneumoniae	ST405	OXA-1;TEM-1D.v1^	CTX-M-15	OXA-48	aac(3)-IIa.v1^;aac(6')-Ib-cr.v2;strA.v1^;strB.v1	qnrB1.v2^	-	sul2	1	2
ERR10793210	Klebsiella pneumoniae	ST437	-	CTX-M-15	OXA-48	armA	-	-	sul1	3	2
ERR10793258	Klebsiella pneumoniae	ST1248	-	TEM-52^	-	aac(6')-Ib-cr.v2;aadA16*	qnrB6^	tet(A).v1*	sul1;sul1	0	1
ERR10793347	Klebsiella pneumoniae	ST788	OXA-1;TEM-1D.v1^	CTX-M-15	-	aac(3)-IIa.v1^;aac(6')-Ib-cr.v2;strA.v1^;strB.v1	qnrB1.v2^	tet(A).v1	sul2	0	1
ERR10793364	Klebsiella pneumoniae	ST395-1LV	OXA-1;TEM-1D.v1^	CTX-M-15	NDM-1	aac(6')-Ib-cr.v2;aph(3')-VI;aph3-Ia.v1^	qnrS1	tet(A).v1	sul1	4	2
ERR10893818	Klebsiella pneumoniae	ST3132	OXA-1;SCO-1;TEM-1D.v1^	CTX-M-15	-	aac(3)-IIa.v1;aac(6')-Ib-cr.v2;aadA^	qnrS1	-	sul1^;sul2	0	1
ERR10893824	Klebsiella pneumoniae	ST45	OXA-1;TEM-1D.v1^	CTX-M-15	-	aac(6')-Ib-cr.v2;strA.v1^;strB.v1	qnrB1.v2^	-	sul2*	1	1
ERR10893826	Klebsiella pneumoniae	ST607	TEM-1D.v1^	CTX-M-15	-	aac(3)-IIa.v1;aac(6')-Ib-cr.v2;aadA16*	qnrB6^	-	sul1;sul1;sul2	0	1
ERR10893879	Klebsiella pneumoniae	ST901	-	SHV-164* +171A	-	-	-	tet(D)	sul2	0	1
ERR10893895	Klebsiella pneumoniae	ST4083	OXA-1;TEM-1D.v1^	CTX-M-15	-	aac(3)-IIa.v1^;aac(6')-Ib-cr.v2;strA.v1^;strB.v1	qnrB1.v2^	tet(A).v1	sul2	0	1
ERR10893942	Klebsiella pneumoniae	ST3559	OXA-1;TEM-1D.v1^	CTX-M-15	-	aac(3)-IIa.v1^;aac(6')-Ib-cr.v2;strA.v1^;strB.v1	qnrB1.v2^	tet(A).v1	sul2	0	1
ERR10893945	Klebsiella variicola subsp. variicola	ST3325-4LV	-	-	-	-	-	-	-	0	0
ERR10893963	Klebsiella pneumoniae	ST607	TEM-1D.v1^	CTX-M-15	-	aac(3)-IIa.v1;aac(6')-Ib-cr.v2;aadA16*	-	tet(D)	sul1;sul2	1	1
ERR10893974	Klebsiella pneumoniae	ST26-1LV	SCO-1;TEM-1D.v1^	CTX-M-15	-	aac(3)-IIa.v1;aadA^;strA.v1;strB.v1	-	tet(A).v1	sul1^;sul2	0	1
ERR10893988	Klebsiella pneumoniae	ST567	TEM-1D.v1^	CTX-M-15	-	aac(3)-IIa.v1	-	-	-	0	1
ERR10894001	Klebsiella pneumoniae	ST26-1LV	SCO-1;TEM-1D.v1^	CTX-M-15	-	aac(3)-IIa.v1;aadA^;strA.v1;strB.v1	-	tet(A).v1	sul1^;sul2	0	1
ERR10894026	Klebsiella pneumoniae	ST307	-	-	-	aac(6')-Ib-cr.v2;aadA16*	-	-	sul1;sul2	1	0
ERR10894061	Klebsiella pneumoniae	ST26-1LV	SCO-1;TEM-1D.v1^	CTX-M-15	-	aac(3)-IIa.v1;aadA^;strA.v1;strB.v1	-	tet(A).v1	sul1^;sul2	0	1
ERR10894067	Klebsiella pneumoniae	ST15	TEM-1D.v1^	CTX-M-15	-	aac(3)-IIa.v1^;strA.v1^;strB.v1	qnrB1.v2^	-	sul2	1	1
ERR10922569	Klebsiella pneumoniae	ST45	TEM-1D.v1^	CTX-M-15	OXA-48	strA.v1^;strB.v1	qnrB1.v2^	tet(A).v1	sul2	1	2
ERR10922581	Klebsiella pneumoniae	ST48	OXA-1;OXA-10;TEM-1D.v1^	CTX-M-15	OXA-48	aac(6')-Ib-cr.v2;aadA*;armA;strA.v1^;strB.v1	qnrB1.v2^	-	sul1;sul2	0	3
ERR10922780	Klebsiella pneumoniae	ST377	OXA-1	CTX-M-15	OXA-48	aac(3)-IIa.v1^;aac(6')-Ib-cr.v2;aadA^;strA.v1;strB.v1	-	-	sul1^;sul2	1	2
ERR10922826	Klebsiella pneumoniae	ST392	-	CTX-M-15	OXA-48	aac(3)-IIa.v1^;aadA5	qnrS1	-	sul1	1	2
ERR10992826	Klebsiella pneumoniae	ST1189	-	-	-	-	-	-	-	1	0
ERR10992854	Klebsiella variicola subsp. variicola	ST355-3LV	-	-	-	-	-	-	-	0	0
ERR10995391	Klebsiella pneumoniae	ST14-2LV	TEM-105*	-	-	aac(3)-IIa.v1	-	-	-	0	0
ERR11195379	Klebsiella pneumoniae	ST268	TEM-1D.v1^	CTX-M-15	-	aac(3)-IId^;strA.v1*;strB.v1*	qnrB1.v1	-	sul2	1	1
ERR11195406	Klebsiella pneumoniae	ST607	TEM-1D.v1^	CTX-M-15	-	aac(3)-IIa.v1;aac(6')-Ib-cr.v2;aadA16*	qnrB6^	-	sul1;sul1;sul2	1	1
ERR11525229	Klebsiella pneumoniae	ST1427	OXA-1;TEM-1D.v1^	CTX-M-15	-	aac(3)-IIa.v1^;aac(6')-Ib-cr.v2;strA.v1^;strB.v1	qnrB1.v2^	tet(A).v1	sul2	0	1
ERR11525251	Klebsiella pneumoniae	ST268	TEM-1D.v1^	CTX-M-15	-	aac(3)-IId^;strA.v1*;strB.v1*	qnrB1.v1	-	sul2	1	1
ERR11563872	Klebsiella pneumoniae	ST2039-2LV	-	-	-	-	-	tet(C)	-	0	0
ERR11566830	Klebsiella pneumoniae	ST280	OXA-1;TEM-1D.v1^	CTX-M-15	-	aac(3)-IIa.v1^;aac(6')-Ib-cr.v2;strA.v1^;strB.v1	qnrB1.v2^	tet(A).v1	sul2	0	1
ERR11578012	Klebsiella pneumoniae	ST147-1LV	-	-	-	aac(3)-IV;aph(4)-Ia;strA.v1*;strB.v1*	-	tet(D)	sul1;sul2	0	0
ERR11578030	Klebsiella pneumoniae	ST219	-	-	-	-	-	-	-	0	0
ERR11578050	Klebsiella variicola subsp. variicola	ST4202	-	-	-	-	-	-	-	0	0
ERR11578061	Klebsiella pneumoniae	ST1836	-	-	-	aadA^	-	-	sul1	0	0
ERR11578062	Klebsiella pneumoniae	ST76	TEM-1D.v1^	-	-	aac(3)-IId^;aadA5;strA.v1^;strB.v1*	-	tet(A).v1	sul1;sul2	0	0
ERR11578072	Klebsiella pneumoniae	ST4270	-	-	-	-	-	tet(D)	-	0	0
ERR11578080	Klebsiella variicola subsp. variicola	ST4010	-	-	-	-	-	-	-	0	0
ERR11578087	Klebsiella pneumoniae	ST1493	-	-	-	-	qnrS1	-	-	0	0
ERR11578098	Klebsiella pneumoniae	ST700	LAP-2	-	-	-	qnrS1	tet(A).v1	-	0	0
ERR11578105	Klebsiella pneumoniae	ST278	-	-	-	-	-	-	-	0	0
ERR11578132	Klebsiella quasipneumoniae subsp. similipneumoniae	ST356-2LV	-	-	-	-	-	-	-	0	0
ERR11578137	Klebsiella pneumoniae	ST2800	-	-	-	-	-	-	-	0	0
ERR11578138	Klebsiella pneumoniae	ST2800	-	-	-	-	-	-	-	0	0
ERR11578142	Klebsiella quasipneumoniae subsp. quasipneumoniae	ST4301	-	-	-	-	-	-	-	0	0
ERR11578147	Klebsiella variicola subsp. variicola	ST1478	-	-	-	-	-	-	-	0	0
ERR11578160	Klebsiella pneumoniae	ST4380	TEM-1D.v1^	-	-	strB.v1	-	tet(A).v1	sul2	5	0
ERR11578163	Klebsiella pneumoniae	ST2042	-	-	-	-	-	-	-	5	0
ERR11578167	Klebsiella pneumoniae	ST194	-	-	-	-	-	tet(D)^	-	0	0
ERR11578171	Klebsiella pneumoniae	ST4278	-	-	-	-	-	-	-	1	0
ERR11578174	Klebsiella pneumoniae	ST76	-	-	-	-	-	-	-	1	0
ERR11578191	Klebsiella variicola subsp. variicola	ST4365	-	-	-	-	-	-	-	0	0
ERR11578193	Klebsiella pneumoniae	ST107	-	-	-	-	-	-	-	0	0
ERR11578241	Klebsiella variicola subsp. variicola	ST601	-	-	-	-	-	-	-	0	0
ERR11578252	Klebsiella pneumoniae	ST107	-	-	-	-	-	-	-	0	0
ERR11578274	Klebsiella variicola subsp. variicola	ST3304	-	-	-	-	-	-	-	0	0
ERR11578295	Klebsiella pneumoniae	ST215	OXA-1;TEM-1D.v1^	CTX-M-15	-	aac(3)-IIa.v1^;aac(6')-Ib-cr.v2;strA.v1^;strB.v1^	qnrB1.v2^	tet(A).v1	sul2	1	1
ERR11578317	Klebsiella quasipneumoniae subsp. quasipneumoniae	ST4207	-	-	-	-	-	-	-	0	0
ERR11578342	Klebsiella pneumoniae	ST107	-	-	-	-	-	-	-	0	0
ERR11578346	Klebsiella pneumoniae	ST200	-	-	-	-	-	-	-	0	0
ERR11578369	Klebsiella pneumoniae	ST2791	-	-	-	-	-	-	-	0	0
ERR11578370	Klebsiella pneumoniae	ST636	-	-	-	-	-	-	-	0	0
ERR11578371	Klebsiella pneumoniae	ST1799	-	-	-	-	-	-	-	1	0
ERR11578388	Klebsiella pneumoniae	ST626	-	-	-	-	-	-	-	0	0
ERR11578395	Klebsiella pneumoniae	ST4264	-	-	-	-	-	-	-	4	0
ERR11578404	Klebsiella pneumoniae	ST252	-	-	-	-	-	-	-	0	0
ERR11578427	Klebsiella pneumoniae	ST359	-	-	-	-	-	-	-	0	0
ERR11578431	Klebsiella pneumoniae	ST241	-	-	-	-	-	-	-	0	0
ERR11578432	Klebsiella pneumoniae	ST105	-	-	-	-	-	-	-	1	0
ERR11578434	Klebsiella pneumoniae	ST247	-	-	-	-	-	-	-	0	0
ERR11578443	Klebsiella pneumoniae	ST3139	-	-	-	-	-	-	-	0	0
ERR11578444	Klebsiella quasipneumoniae subsp. quasipneumoniae	ST4326	-	-	-	-	-	-	-	0	0
ERR11578447	Klebsiella quasipneumoniae subsp. similipneumoniae	ST4226	-	-	-	-	-	-	-	0	0
ERR11578456	Klebsiella pneumoniae	ST4256	-	-	-	-	-	-	-	0	0
ERR11578459	Klebsiella pneumoniae	ST107	-	-	-	-	-	-	-	1	0
ERR11578495	Klebsiella variicola subsp. variicola	ST3086	-	-	-	-	-	-	-	0	0
ERR11578517	Klebsiella variicola subsp. variicola	ST4177	-	-	-	-	-	-	-	0	0
ERR11578543	Klebsiella pneumoniae	ST4073	-	-	-	-	-	-	-	0	0
ERR11578555	Klebsiella variicola subsp. variicola	ST3086	-	-	-	-	-	-	-	0	0
ERR11578566	Klebsiella pneumoniae	ST215	-	-	-	-	-	-	-	0	0
ERR11578567	Klebsiella pneumoniae	ST1661	-	-	-	-	-	-	-	1	0
ERR11578573	Klebsiella pneumoniae	ST105	TEM-1D.v1^	-	-	-	-	tet(D)	sul2	0	0
ERR11578603	Klebsiella variicola subsp. variicola	ST4170	-	-	-	-	-	-	-	0	0
ERR11578614	Klebsiella variicola subsp. variicola	ST1381	-	-	-	-	-	-	-	0	0
ERR11578629	Klebsiella pneumoniae	ST2952	-	-	-	-	-	-	-	0	0
