sample_id	biosample	mecA	blaZ	ermC	ermB	tetK	mupA
SRR1177943	SAMN02649810	1	1	0	0	0	1
SRR1177944	SAMN02649811	1	1	0	0	0	0
SRR1177945	SAMN02649812	1	1	1	0	0	0
SRR1177946	SAMN02649813	1	1	0	0	0	0
SRR11850346	SAMN15016684	1	1	0	0	0	0
SRR13301919	SAMN11953839	0	0	0	0	0	0
SRR13301920	SAMN11953840	1	1	0	0	0	0
SRR13301939	SAMN11953834	1	1	0	0	0	0
SRR13301940	SAMN11953835	0	0	1	0	0	0
SRR13301941	SAMN11953842	1	1	0	0	0	0
SRR13301942	SAMN11953843	0	1	0	0	0	1
SRR13301944	SAMN11953845	1	1	0	0	0	0
SRR13301945	SAMN11953846	1	1	1	0	0	0
SRR13301971	SAMN11953831	0	1	0	0	0	0
SRR13301973	SAMN11953837	1	1	0	0	0	0
SRR13301974	SAMN11953838	1	1	1	0	0	0
SRR13301982	SAMN11953857	1	0	0	0	1	0
SRR13301983	SAMN11953856	1	1	0	0	0	0
SRR13301984	SAMN11953855	1	1	1	0	0	0
SRR13301992	SAMN11953874	1	0	0	0	0	0
SRR13301995	SAMN11953871	1	0	0	0	0	0
SRR13301996	SAMN11953853	1	0	0	0	0	0
SRR13301997	SAMN11953870	1	0	0	0	1	0
SRR13302004	SAMN11953863	1	1	0	0	0	0
SRR13302006	SAMN11953861	1	0	0	0	0	0
SRR13302008	SAMN11953851	1	0	0	0	0	0
SRR13302100	SAMN11953994	1	1	0	0	0	0
SRR13302119	SAMN11954001	0	1	0	0	0	0
SRR13302121	SAMN11953999	1	1	1	0	0	1
SRR13302124	SAMN11953996	1	1	0	0	0	1
SRR16971215	SAMN23247391	1	1	0	0	0	0
SRR17033805	SAMN23417367	1	0	0	0	1	0
SRR17789622	SAMN25295699	0	0	0	0	0	0
SRR17789623	SAMN25296017	0	1	0	0	0	0
SRR17789625	SAMN25295697	0	1	0	0	0	0
SRR17789628	SAMN25295694	0	1	0	0	0	0
SRR17789629	SAMN25295640	0	0	0	0	0	0
SRR17789631	SAMN25295692	0	1	0	0	0	0
SRR17789632	SAMN25295691	0	1	0	0	0	0
SRR17789637	SAMN25295686	0	1	0	0	0	0
SRR17789639	SAMN25295684	0	0	0	0	0	0
SRR17789641	SAMN25295683	0	1	0	0	0	0
SRR17789642	SAMN25295682	0	1	0	0	0	0
SRR17789645	SAMN25295679	0	1	0	0	0	0
SRR17789646	SAMN25295678	0	1	0	0	0	0
SRR17789647	SAMN25295677	0	0	0	0	0	0
SRR17789648	SAMN25295676	0	1	0	0	0	0
SRR17789650	SAMN25296034	0	0	0	0	0	0
SRR17789651	SAMN25295958	0	0	0	0	0	0
SRR17789655	SAMN25295954	0	1	0	0	0	0
SRR17789656	SAMN25295666	0	1	0	0	0	0
SRR17789657	SAMN25295953	0	1	0	0	0	0
SRR17789658	SAMN25295952	1	1	0	0	0	0
SRR17789660	SAMN25295950	0	1	0	0	0	0
SRR17789661	SAMN25295949	0	1	0	0	0	0
SRR17789662	SAMN25295948	0	1	0	0	0	0
SRR17789663	SAMN25295947	0	1	0	0	0	1
SRR17789664	SAMN25295946	0	1	1	0	1	0
SRR17789668	SAMN25295943	0	0	0	0	0	0
SRR17789669	SAMN25295942	0	1	0	0	0	0
SRR17789671	SAMN25295940	0	1	0	0	0	1
SRR17789673	SAMN25295938	0	1	0	0	0	0
SRR17789674	SAMN25295937	0	1	0	0	0	0
SRR17789676	SAMN25295935	0	1	0	0	0	0
SRR17789677	SAMN25295934	0	1	0	0	0	0
SRR17789678	SAMN25295664	0	1	0	0	0	0
SRR17789681	SAMN25295855	0	0	0	0	0	0
SRR17789682	SAMN25295854	0	0	0	0	0	0
SRR17789687	SAMN25295850	0	0	0	0	0	0
SRR17789688	SAMN25295849	0	0	0	0	0	0
SRR17789689	SAMN25295848	0	0	0	0	0	0
SRR17789690	SAMN25295847	0	0	0	0	0	0
SRR17789692	SAMN25295845	0	1	0	0	0	0
SRR17789693	SAMN25295844	0	0	0	0	0	0
SRR17789695	SAMN25295843	0	1	0	0	0	0
SRR17789698	SAMN25295840	0	0	0	0	0	0
SRR17789699	SAMN25295839	0	1	0	0	0	0
SRR17789701	SAMN25295837	0	1	0	0	0	0
SRR17789706	SAMN25295636	0	1	0	0	0	0
SRR17789707	SAMN25295674	0	0	0	0	0	0
SRR17789709	SAMN25296033	0	1	0	0	0	0
SRR17789710	SAMN25296032	0	1	0	0	0	1
SRR17789712	SAMN25296030	1	1	0	0	0	0
SRR17789713	SAMN25296029	0	0	1	0	0	0
SRR17789715	SAMN25296027	0	1	0	0	0	0
SRR17789717	SAMN25296025	0	1	0	0	0	0
SRR17789719	SAMN25295673	0	0	0	0	0	0
SRR17789720	SAMN25296023	0	1	0	0	0	0
SRR17789721	SAMN25296022	0	1	0	0	0	0
SRR17789722	SAMN25296021	0	1	0	0	0	0
SRR17789723	SAMN25296020	0	1	0	0	0	1
SRR17789727	SAMN25296015	1	1	0	0	0	0
SRR17789732	SAMN25296011	0	1	0	0	0	1
SRR17789734	SAMN25295637	0	1	0	0	0	0
SRR17789737	SAMN25295931	0	0	1	0	0	0
SRR17789739	SAMN25295929	0	1	0	0	0	0
SRR17789744	SAMN25295924	0	1	0	0	0	0
SRR17789746	SAMN25295923	1	0	0	0	1	0
SRR17789747	SAMN25295922	0	0	0	0	0	0
SRR17789748	SAMN25295921	0	0	0	0	0	0
SRR17789750	SAMN25295919	0	0	0	0	0	0
SRR17789751	SAMN25295918	0	1	0	0	0	0
SRR17789752	SAMN25295917	0	1	0	0	0	0
SRR17789753	SAMN25295916	0	1	0	0	0	0
SRR17789754	SAMN25295915	0	1	0	0	0	0
SRR17789758	SAMN25295912	0	1	0	0	0	0
SRR17789759	SAMN25295911	0	1	0	0	0	0
SRR17789760	SAMN25295910	0	1	0	0	0	0
SRR17789764	SAMN25295831	0	0	0	0	0	0
SRR17789766	SAMN25295829	0	1	0	1	0	0
SRR17789771	SAMN25295824	0	1	0	0	0	0
SRR17789772	SAMN25295653	0	1	0	0	0	0
SRR17789775	SAMN25295821	0	1	0	0	0	0
SRR17789776	SAMN25295820	0	0	0	0	0	1
SRR17789777	SAMN25295819	0	0	0	0	0	1
SRR17789778	SAMN25295818	0	0	0	0	0	1
SRR17789779	SAMN25295817	0	0	0	0	0	0
SRR17789780	SAMN25295816	0	0	0	0	0	1
SRR17789781	SAMN25295815	0	1	0	0	0	0
SRR17789782	SAMN25295814	0	0	0	0	0	0
SRR17789783	SAMN25295652	0	1	0	0	0	0
SRR17789784	SAMN25295813	0	1	0	0	0	0
SRR17789785	SAMN25295812	0	1	0	0	0	0
SRR17789786	SAMN25295811	0	1	0	0	0	0
SRR17789787	SAMN25295810	0	0	0	0	0	0
SRR17789788	SAMN25295809	0	1	0	0	0	0
SRR17789789	SAMN25295808	0	1	0	0	0	0
SRR17789792	SAMN25295731	0	1	0	0	0	0
SRR17789797	SAMN25295726	0	1	0	0	0	0
SRR17789798	SAMN25295725	0	1	0	0	0	0
SRR17789801	SAMN25296007	0	0	0	0	0	0
SRR17789802	SAMN25296006	0	1	0	0	0	0
SRR17789803	SAMN25296005	0	1	0	0	0	0
SRR17789804	SAMN25296004	1	1	0	0	0	0
SRR17789805	SAMN25295671	0	0	0	0	0	0
SRR17789806	SAMN25296003	0	0	0	0	0	0
SRR17789807	SAMN25296002	0	0	0	0	0	0
SRR17789808	SAMN25296001	0	1	0	0	0	0
SRR17789811	SAMN25295998	1	1	0	0	0	0
SRR17789812	SAMN25295997	0	1	0	0	0	0
SRR17789813	SAMN25295996	0	0	0	0	0	0
SRR17789815	SAMN25295994	1	0	0	0	0	0
SRR17789817	SAMN25295993	1	1	0	0	0	0
SRR17789818	SAMN25295992	1	1	0	0	0	0
SRR17789819	SAMN25295991	0	1	0	0	0	0
SRR17789821	SAMN25295989	1	1	0	0	0	0
SRR17789824	SAMN25295986	0	1	0	0	0	0
SRR17789825	SAMN25295985	0	0	0	0	0	0
SRR17789827	SAMN25295908	0	0	0	0	0	0
SRR17789829	SAMN25295906	0	0	0	0	0	0
SRR17789831	SAMN25295904	0	1	0	0	0	0
SRR17789836	SAMN25295900	0	1	0	0	0	0
SRR17789837	SAMN25295899	0	1	0	0	0	0
SRR17789839	SAMN25295897	0	0	0	0	0	0
SRR17789840	SAMN25295896	0	0	0	0	0	0
SRR17789841	SAMN25295895	0	1	0	0	0	0
SRR17789843	SAMN25295660	0	1	0	0	0	0
SRR17789845	SAMN25295892	0	1	0	0	0	0
SRR17789846	SAMN25295891	0	0	0	0	0	0
SRR17789848	SAMN25295889	0	0	0	0	0	0
SRR17789854	SAMN25295659	0	1	0	0	0	0
SRR17789856	SAMN25295806	0	0	0	0	0	0
SRR17789857	SAMN25295805	0	0	0	0	0	0
SRR17789860	SAMN25295803	0	1	0	0	0	0
SRR17789861	SAMN25295802	0	0	0	0	0	0
SRR17789864	SAMN25295799	0	1	0	0	0	0
SRR17789867	SAMN25295796	0	0	0	0	0	0
SRR17789868	SAMN25295795	0	1	0	0	0	0
SRR17789869	SAMN25295794	0	1	0	0	0	0
SRR17789874	SAMN25295790	0	1	0	0	0	0
SRR17789875	SAMN25295789	1	1	1	0	0	0
SRR17789881	SAMN25295649	0	1	0	0	0	0
SRR17789885	SAMN25295723	0	1	0	0	0	0
SRR17789886	SAMN25295722	0	1	0	0	0	0
SRR17789889	SAMN25295719	0	1	0	0	0	0
SRR17789890	SAMN25295718	0	1	0	0	0	0
SRR17789892	SAMN25295716	0	1	0	0	0	0
SRR17789895	SAMN25295642	0	0	0	0	0	0
SRR17789897	SAMN25295712	0	0	0	0	0	0
SRR17789900	SAMN25295709	0	1	0	0	0	0
SRR17789902	SAMN25295707	0	1	0	0	0	0
SRR17789903	SAMN25295706	0	1	0	0	0	0
SRR17789905	SAMN25295704	0	1	0	0	0	0
SRR17789906	SAMN25295641	0	0	0	0	0	0
SRR17789910	SAMN25295700	0	1	0	0	0	0
SRR17789912	SAMN25295983	0	0	0	0	0	0
SRR17789914	SAMN25295981	0	1	0	0	0	0
SRR17789919	SAMN25295976	0	0	0	0	0	0
SRR17789922	SAMN25295668	0	1	0	0	0	0
SRR17789923	SAMN25295973	0	1	0	0	0	0
SRR17789925	SAMN25295971	0	1	0	0	0	0
SRR17789927	SAMN25295969	0	0	0	0	0	0
SRR17789928	SAMN25295968	0	0	0	0	0	0
SRR17789929	SAMN25295967	0	1	0	0	0	0
SRR17789930	SAMN25295966	0	0	0	0	0	0
SRR17789932	SAMN25295964	0	1	0	0	0	0
SRR17789933	SAMN25295667	0	1	0	0	0	0
SRR17789934	SAMN25295963	0	1	0	0	0	0
SRR17789935	SAMN25295962	0	0	0	0	0	0
SRR17789937	SAMN25295960	0	1	0	0	0	1
SRR17789938	SAMN25295959	0	0	0	0	0	0
SRR17789940	SAMN25295882	0	1	0	0	0	0
SRR17789941	SAMN25295881	0	0	0	0	0	0
SRR17789942	SAMN25295880	0	0	0	0	0	0
SRR17789944	SAMN25295878	0	0	0	0	0	0
SRR17789945	SAMN25295877	0	1	0	0	0	0
SRR17789946	SAMN25295876	0	0	0	0	0	0
SRR17789947	SAMN25295875	0	1	0	0	0	0
SRR17789948	SAMN25295874	0	1	0	0	0	0
SRR17789949	SAMN25295658	0	1	0	0	0	0
SRR17789950	SAMN25295873	0	0	1	0	0	0
SRR17789954	SAMN25295869	0	1	0	0	0	0
SRR17789956	SAMN25295867	0	0	0	0	0	0
SRR17789957	SAMN25295866	0	1	0	0	0	0
SRR17789959	SAMN25295864	0	1	1	0	1	0
SRR17789962	SAMN25295862	0	1	0	0	0	0
SRR17789963	SAMN25295861	0	1	0	0	0	0
SRR17789964	SAMN25295860	0	1	0	0	0	0
SRR17789970	SAMN25295779	0	1	0	0	0	0
SRR17789971	SAMN25295778	0	1	0	0	0	0
SRR17789972	SAMN25295777	0	0	0	0	0	0
SRR17789974	SAMN25295775	0	1	0	0	0	0
SRR17789975	SAMN25295774	0	1	0	0	0	0
SRR17789977	SAMN25295773	0	0	0	0	0	0
SRR17789982	SAMN25295768	0	1	0	0	0	1
SRR17789983	SAMN25295767	0	1	0	0	0	0
SRR17789984	SAMN25295766	0	1	0	0	0	0
SRR17789985	SAMN25295765	0	0	0	0	0	0
SRR17789988	SAMN25295763	0	0	0	0	0	0
SRR17789990	SAMN25295761	0	0	0	0	0	0
SRR17789992	SAMN25295759	0	1	0	0	0	0
SRR17789993	SAMN25295758	0	1	0	0	0	0
SRR17789995	SAMN25295756	0	1	0	0	1	0
SRR17790002	SAMN25295750	0	1	0	0	0	0
SRR17790004	SAMN25295748	0	0	0	0	0	0
SRR17790006	SAMN25295746	0	0	0	0	0	0
SRR17790007	SAMN25295745	0	1	0	0	0	0
SRR17790008	SAMN25295744	0	0	0	0	0	0
SRR17790009	SAMN25295645	0	1	0	0	0	0
SRR17790011	SAMN25295742	0	1	0	0	0	0
SRR17790016	SAMN25295737	0	1	0	0	0	0
SRR17790017	SAMN25295736	0	1	0	0	0	0
SRR17790019	SAMN25295734	1	1	0	0	0	0
SRR17790020	SAMN25295644	0	1	0	0	0	0
SRR17790021	SAMN25295635	0	1	0	0	0	0
SRR17790022	SAMN25295634	0	1	0	0	0	0
SRR18507860	SAMN26198729	0	1	0	0	0	0
SRR18507866	SAMN26198723	0	1	0	0	0	0
SRR19846894	SAMN29334804	0	0	0	0	0	0
SRR19846895	SAMN29334803	0	0	0	0	0	0
SRR19846901	SAMN29334797	0	0	0	0	0	0
SRR19846902	SAMN29334809	0	0	0	0	0	0
SRR19846903	SAMN29334808	0	0	0	0	0	0
SRR19846905	SAMN29334806	0	0	0	0	0	0
SRR21002223	SAMN30236597	0	0	0	0	0	0
SRR21002224	SAMN30236596	0	0	0	0	0	0
SRR21002225	SAMN30236595	0	0	0	0	0	0
SRR21002226	SAMN30236594	0	1	0	0	0	0
SRR21002228	SAMN30236623	0	0	0	0	0	0
SRR21002230	SAMN30236621	0	1	0	0	0	0
SRR21002233	SAMN30236592	0	0	0	0	0	0
SRR21002235	SAMN30236617	0	1	0	0	0	0
SRR21002236	SAMN30236616	0	1	0	0	0	0
SRR21002237	SAMN30236615	0	1	0	0	0	0
SRR21002241	SAMN30236611	0	1	0	0	0	0
SRR21002245	SAMN30236608	0	1	0	0	0	0
SRR21002246	SAMN30236607	0	0	0	0	0	0
SRR21002248	SAMN30236605	0	0	0	0	0	0
SRR21002249	SAMN30236604	0	1	0	0	0	0
SRR21002250	SAMN30236603	0	1	0	0	0	0
SRR21002252	SAMN30236601	0	1	0	0	0	0
SRR21786805	SAMN31137440	0	1	0	0	0	0
SRR21786806	SAMN31137439	0	1	0	0	0	0
SRR21786807	SAMN31137438	0	1	0	0	0	0
SRR21786813	SAMN31137432	0	1	0	0	0	0
SRR21786814	SAMN31137351	0	0	0	0	0	0
SRR21786815	SAMN31137431	1	1	1	0	0	1
SRR21786816	SAMN31137430	0	0	0	0	0	0
SRR21786817	SAMN31137429	0	1	0	0	0	0
SRR21786818	SAMN31137428	0	1	0	0	0	0
SRR21786828	SAMN31137419	0	1	0	0	0	0
SRR21786831	SAMN31137416	0	0	0	0	0	0
SRR21786833	SAMN31137414	0	0	0	0	0	0
SRR21786835	SAMN31137412	0	0	0	0	0	0
SRR21786837	SAMN31137411	1	1	0	0	0	0
SRR21786838	SAMN31137410	0	0	0	0	0	0
SRR21786840	SAMN31137408	0	1	0	0	0	0
SRR21786843	SAMN31137405	0	0	0	0	0	0
SRR21786848	SAMN31137401	0	1	0	0	0	0
SRR21786850	SAMN31137399	0	0	0	0	0	0
SRR21786851	SAMN31137398	1	1	0	0	0	0
SRR21786852	SAMN31137397	0	0	0	0	0	0
SRR21786853	SAMN31137396	0	0	0	0	0	0
SRR21786854	SAMN31137395	0	1	1	0	0	0
SRR21786861	SAMN31137389	0	1	0	0	0	0
SRR21786865	SAMN31137385	0	0	0	0	0	0
SRR21786868	SAMN31137382	0	1	0	0	0	0
SRR21786869	SAMN31137346	0	1	0	0	1	0
SRR21786870	SAMN31137381	0	0	0	0	0	0
SRR21786872	SAMN31137379	0	0	0	0	0	0
SRR21786873	SAMN31137378	0	0	0	0	0	0
SRR21786876	SAMN31137375	0	0	0	0	0	0
SRR21786879	SAMN31137372	0	1	0	0	0	0
SRR21786884	SAMN31137368	0	1	0	0	0	0
SRR21786885	SAMN31137367	0	0	0	0	0	0
SRR21786886	SAMN31137366	0	0	0	0	0	0
SRR21786887	SAMN31137365	0	1	0	0	0	0
SRR21786888	SAMN31137364	0	0	0	0	0	0
SRR21786890	SAMN31137362	0	1	0	0	0	0
SRR21786892	SAMN31137361	0	1	1	0	0	0
SRR21786893	SAMN31137360	0	0	0	0	0	0
SRR21786895	SAMN31137358	1	1	0	0	0	0
SRR21786896	SAMN31137357	0	1	0	0	0	0
SRR21786900	SAMN31137353	0	1	0	0	1	0
SRR21786902	SAMN31137448	0	1	0	0	0	0
SRR21786903	SAMN31137447	0	1	1	0	0	0
SRR21786904	SAMN31137446	0	1	0	0	0	0
SRR21786906	SAMN31137444	1	0	0	0	0	0
SRR21786907	SAMN31137443	1	1	0	0	0	1
SRR21786909	SAMN31137352	1	1	0	0	0	0
SRR22496538	SAMN31980824	0	1	0	0	0	0
SRR22496540	SAMN31980769	1	0	0	0	0	0
SRR22496542	SAMN31980821	0	1	0	0	0	0
SRR22496544	SAMN31980819	0	1	0	0	0	0
SRR22496545	SAMN31980818	0	0	0	0	0	0
SRR22496549	SAMN31980814	0	1	0	0	1	0
SRR22496552	SAMN31980812	1	1	0	0	0	0
SRR22496553	SAMN31980811	0	1	0	0	0	0
SRR22496554	SAMN31980810	0	0	0	0	0	0
SRR22496557	SAMN31980807	0	1	0	0	0	0
SRR22496559	SAMN31980805	0	0	0	0	0	0
SRR22496560	SAMN31980804	1	1	0	0	1	0
SRR22496565	SAMN31980800	0	0	0	0	0	0
SRR22496567	SAMN31980798	0	1	0	0	0	0
SRR22496569	SAMN31980796	0	0	0	0	0	0
SRR22496571	SAMN31980794	0	0	0	0	0	0
SRR22496574	SAMN31980792	0	0	0	0	0	0
SRR22496575	SAMN31980791	0	1	0	0	1	0
SRR22496578	SAMN31980788	0	0	0	0	0	0
SRR22496579	SAMN31980787	0	0	0	0	0	0
SRR22496581	SAMN31980785	0	0	0	0	0	0
SRR22496582	SAMN31980784	0	1	0	0	0	0
SRR22496586	SAMN31980781	1	0	0	0	0	0
SRR22496587	SAMN31980780	1	1	0	0	0	0
SRR22496589	SAMN31980778	0	0	0	0	0	0
SRR22496591	SAMN31980776	0	1	0	0	0	0
SRR22496594	SAMN31980774	0	0	0	0	0	1
SRR22496599	SAMN31980832	0	0	0	0	0	0
SRR22496600	SAMN31980831	0	1	0	0	0	0
SRR22496601	SAMN31980830	0	0	1	0	0	0
SRR22496604	SAMN31980827	0	0	0	0	0	0
SRR22496606	SAMN31980825	0	1	0	0	0	0
SRR22496609	SAMN31980763	1	1	0	0	0	0
SRR25437010	SAMN36726475	0	1	0	0	0	0
SRR25437014	SAMN36726471	0	1	0	0	0	0
SRR25437021	SAMN36726465	0	1	0	0	0	0
SRR25437028	SAMN36726433	0	1	0	0	0	0
SRR25437076	SAMN36726440	0	1	0	0	0	0
SRR25437083	SAMN36726400	0	0	0	0	0	0
SRR25437179	SAMN36726628	0	0	0	0	0	0
SRR25437201	SAMN36726659	0	0	0	0	0	0
SRR25437206	SAMN36726619	0	1	0	0	0	0
SRR25437423	SAMN36727313	0	0	0	0	0	0
SRR25437475	SAMN36727281	1	1	0	0	0	0
SRR25438437	SAMN36729167	0	1	0	0	0	0
SRR25438439	SAMN36729165	0	1	0	0	0	0
SRR25438443	SAMN36729161	0	1	0	0	0	0
SRR25438445	SAMN36728917	0	1	0	0	0	0
SRR25438462	SAMN36729144	0	0	0	0	0	0
SRR25438488	SAMN36728942	0	1	0	0	0	0
SRR25438508	SAMN36728920	0	0	0	0	0	0
SRR25438524	SAMN36729176	0	1	0	0	0	0
SRR25438531	SAMN36728918	0	1	0	0	0	0
SRR25438539	SAMN36729111	1	1	0	0	1	0
SRR25438562	SAMN36729066	0	0	0	0	0	0
SRR25438647	SAMN36728905	0	0	0	0	0	0
SRR25438657	SAMN36729030	0	1	0	0	0	0
SRR25438677	SAMN36729139	0	0	0	0	0	0
SRR25438683	SAMN36729133	0	0	0	0	0	0
SRR25438713	SAMN36729005	0	0	0	0	0	0
SRR25438720	SAMN36728999	0	0	0	0	0	0
SRR25438740	SAMN36729210	0	0	0	0	0	0
SRR25438757	SAMN36729195	0	0	0	0	0	0
SRR25573030	SAMN36892898	0	1	0	0	0	0
SRR25573039	SAMN36892890	0	0	0	0	0	0
SRR25573060	SAMN36892871	0	1	0	0	0	0
SRR25573062	SAMN36892869	0	1	1	0	1	0
SRR25573077	SAMN36892855	0	0	0	0	0	0
SRR25573078	SAMN36892846	0	0	1	0	0	0
SRR26176493	SAMN37516950	0	0	0	0	0	0
SRR26176533	SAMN37516913	0	0	0	0	0	0
SRR26176558	SAMN37516891	0	1	0	0	0	0
SRR26809079	SAMN38228816	0	0	0	0	0	0
SRR26809084	SAMN38228815	0	0	0	0	0	0
SRR26809093	SAMN38228869	0	0	0	0	0	0
SRR26809095	SAMN38228814	1	1	0	0	0	0
SRR26809098	SAMN38228865	0	1	0	0	0	0
SRR26809099	SAMN38228864	0	1	0	0	0	0
SRR26809101	SAMN38228862	0	1	0	0	0	0
SRR26809109	SAMN38228855	0	0	0	0	0	0
SRR26809131	SAMN38228835	0	0	0	0	0	0
SRR26809132	SAMN38228834	0	1	0	0	0	0
SRR26809140	SAMN38228827	0	0	1	0	0	0
SRR26809145	SAMN38228822	0	0	1	0	0	0
SRR27984546	SAMN39956421	0	0	0	0	0	0
SRR27984547	SAMN39956420	0	1	0	0	0	0
SRR27984548	SAMN39956419	0	0	1	0	0	0
SRR27984550	SAMN39956400	0	0	1	0	0	0
SRR27984561	SAMN39956399	0	1	1	0	0	0
SRR27984562	SAMN39956398	0	1	0	0	0	0
SRR27991389	SAMN35839406	1	1	0	0	0	1
SRR27997463	SAMN38637657	0	0	0	0	0	0
SRR27997464	SAMN38637656	0	0	0	0	0	0
SRR27997467	SAMN38637653	0	1	0	0	1	0
SRR27997468	SAMN38637669	0	0	0	0	0	0
SRR27997470	SAMN38637667	0	0	0	0	0	0
SRR27997473	SAMN38637664	0	1	0	0	1	0
SRR27997475	SAMN38637662	0	0	0	0	0	0
SRR27997477	SAMN38637652	1	1	0	0	0	0
SRR27997478	SAMN38637651	1	0	0	0	0	0
SRR28000017	SAMN38637677	1	1	0	0	0	0
SRR28000019	SAMN38637675	1	1	0	0	0	0
SRR28000020	SAMN38637674	1	0	1	0	0	0
SRR28000021	SAMN38637673	1	1	0	0	0	0
SRR28000022	SAMN38637672	0	1	0	0	0	0
SRR28000024	SAMN38637688	1	1	1	0	0	1
SRR28000027	SAMN38637685	1	0	1	0	0	0
SRR28000031	SAMN38637681	1	1	1	0	0	0
SRR28000032	SAMN38637680	1	1	0	0	0	0
SRR28000033	SAMN38637679	0	1	0	0	0	0
SRR28000035	SAMN38637635	1	1	0	0	0	0
SRR28086905	SAMN38637630	1	0	0	0	0	0
SRR28129117	SAMN38637694	0	1	0	0	0	0
SRR28129119	SAMN38637729	0	0	0	0	0	0
SRR28129120	SAMN38637728	1	1	0	0	0	0
SRR28129125	SAMN38637721	1	1	0	0	0	0
SRR28129127	SAMN38637692	0	1	0	0	0	0
SRR28129128	SAMN38637719	0	1	0	0	0	0
SRR28129130	SAMN38637717	1	1	0	0	0	0
SRR28129131	SAMN38637716	0	1	0	0	0	0
SRR28129133	SAMN38637714	0	1	0	0	1	0
SRR28129138	SAMN38637691	1	1	0	0	0	0
SRR28129140	SAMN38637707	0	1	0	0	0	0
SRR28129143	SAMN38637704	1	1	0	0	0	1
SRR28129145	SAMN38637702	1	1	0	0	0	0
SRR28129146	SAMN38637701	1	1	0	0	0	0
SRR28129147	SAMN38637700	0	1	0	0	0	0
SRR28129148	SAMN38637699	0	1	0	0	0	0
SRR28129149	SAMN38637690	1	1	0	0	0	0
SRR28320673	SAMN38637739	1	1	1	0	0	0
SRR28320683	SAMN38637788	0	0	0	0	0	0
SRR28320686	SAMN38637785	1	1	0	0	0	0
SRR28320688	SAMN38637783	1	1	0	0	0	0
SRR28320689	SAMN38637782	1	1	0	0	0	0
SRR28320690	SAMN38637781	1	1	0	0	0	0
SRR28320694	SAMN38637777	1	1	0	0	0	0
SRR28320696	SAMN38637775	1	1	1	0	0	0
SRR28320700	SAMN38637771	0	1	0	0	0	0
SRR28320702	SAMN38637734	1	1	0	0	0	0
SRR28320704	SAMN38637768	1	1	0	0	0	0
SRR28320705	SAMN38637767	1	1	0	0	0	0
SRR28320710	SAMN38637762	0	1	0	0	0	0
SRR28320713	SAMN38637733	1	1	0	0	0	0
SRR28320714	SAMN38637759	1	1	0	0	0	0
SRR28320715	SAMN38637758	0	1	0	0	0	0
SRR28320716	SAMN38637757	0	1	0	0	0	0
SRR28320718	SAMN38637755	0	1	0	0	0	0
SRR28320720	SAMN38637753	1	1	0	0	0	0
SRR28320721	SAMN38637752	1	1	0	0	0	0
SRR28320729	SAMN38637745	0	1	0	0	0	0
SRR28320735	SAMN38637731	1	1	1	0	1	1
SRR28625630	SAMN40930677	0	0	0	0	0	0
SRR28625631	SAMN40930676	0	0	0	0	0	0
SRR28625654	SAMN40930655	0	1	0	0	0	0
SRR28625655	SAMN40930654	0	1	0	0	0	0
SRR28625659	SAMN40930633	0	1	0	0	0	0
SRR28628851	SAMN40932247	0	0	0	0	0	0
SRR28628853	SAMN40932157	0	0	0	0	0	0
SRR28763365	SAMN38637643	1	1	0	0	0	0
SRR28793127	SAMN38334799	1	1	0	0	0	0
SRR28813406	SAMN41091880	0	1	0	0	0	0
SRR28813408	SAMN41091879	0	0	0	0	0	0
SRR28813409	SAMN41091878	0	1	0	0	0	0
SRR28813411	SAMN41091876	0	1	0	0	0	0
SRR28813412	SAMN41091875	0	0	0	0	0	0
SRR28813413	SAMN41091874	0	0	0	0	0	0
SRR33944733	SAMN38637646	0	0	0	0	0	0
SRR33944735	SAMN38637639	0	0	0	0	0	0
SRR33944737	SAMN38637637	0	0	0	0	0	0
SRR33944738	SAMN38637636	0	0	0	0	0	0
SRR35091549	SAMN38637627	0	0	0	0	0	0
SRR4417445	SAMN04901607	1	0	0	0	0	0
SRR521633	SAMN01091293	1	1	1	0	0	0
SRR521636	SAMN01091296	1	1	0	0	0	0
SRR521637	SAMN01091297	1	1	1	0	0	0
SRR521638	SAMN01091298	1	1	1	0	0	0
SRR521641	SAMN01091990	0	1	0	0	0	0
SRR521642	SAMN01091991	1	1	1	0	0	1
SRR521643	SAMN01091992	1	1	1	0	0	0
SRR521645	SAMN01091994	1	1	0	0	0	0
SRR521647	SAMN01091996	1	1	1	0	0	0
SRR521648	SAMN01091997	1	1	1	0	0	0
SRR521649	SAMN01091998	1	1	1	0	0	0
SRR5237408	SAMN06311511	0	0	0	0	0	0
SRR5415156	SAMN04868311	1	1	0	0	0	0
SRR5415158	SAMN04868309	1	1	0	0	0	0
SRR5415162	SAMN04868305	1	1	0	0	0	0
SRR5415167	SAMN04868300	1	1	0	0	0	0
SRR5415168	SAMN04868299	1	1	0	0	0	0
SRR5415169	SAMN04868298	1	1	0	0	0	0
SRR5415171	SAMN04868296	1	1	0	0	0	0
SRR5415172	SAMN04868295	1	1	1	0	0	0
SRR5415175	SAMN04868292	1	1	1	0	0	1
SRR5415177	SAMN04868290	1	1	0	0	0	0
SRR5415179	SAMN04868288	1	1	0	0	0	0
SRR5415180	SAMN04868287	1	1	0	0	0	0
SRR5415182	SAMN04868285	1	1	0	0	0	0
